region,comuna,titulo,fecha,bajada,link,medio,label,score
Los Lagos,Llanquihue,De jefa del SEA a gerenta de Transelec: la puerta giratoria en el megaproyecto eléctrico en Chiloé,2024-02-20,Paola Basaure hace unos meses era jefa de evaluación del SEA y en esa calidad revisó el megaproyecto eléctrico de Transelec en Chiloé.9 months ago,https://www.elmostrador.cl/noticias/pais/2024/02/20/de-jefa-del-sea-a-gerenta-de-transelec-la-puerta-giratoria-en-el-megaproyecto-electrico-en-chiloe/,El Mostrador,otros,0.6358287930488586
Los Lagos,Llanquihue,Resistencia chileno-argentina devela secretismo de Endesa en Río Puelo,2011-01-10,La comunidad organizada ha logrado levantar un frente de resistencia ante la arremetida de silencio que ha rodeado el proyecto de Endesa en,https://www.elciudadano.com/medio-ambiente/resistencia-chileno-argentina-devela-secretismo-de-endesa-en-rio-puelo/01/03/,elciudadano.com,conflicto ambiental,0.642380952835083
Los Lagos,Llanquihue,"Escuela Eulogio Goycolea Garay, presente en seminario sobre investigación científica",2017-04-16,Más de 200 escolares de la región participaron en seminario sobre investigación científica. La actividad contó con la participación de,https://www.elcalbucano.cl/2017/04/escuela-eulogio-goycolea-garay-presente-en-en-seminario-sobre-investigacion-cientifica/,El Calbucano,otros,0.6689494848251343
Los Lagos,Los Muermos,Vecinos de Los Muermos rechazan proyecto de parque eólico: manifiestan preocupación por cesión de terrenos,2024-04-21,"Se trata de un proyecto de parque eólico presentado en 2022 para las comunas de Llanquihue, Los Muermos y Fresia.7 months ago",https://www.radiosago.cl/vecinos-de-los-muermos-rechazan-proyecto-de-parque-eolico-manifiestan-preocupacion-por-cesion-de-terrenos/,Radio SAGO,conflicto ambiental,0.5119633674621582
Los Lagos,Los Muermos,Chile: indígenas huilliche defienden río Maullín ante extractivismo inmobiliario,2021-04-19,"En la región de Los Lagos al sur de Chile, los pueblos originarios huilliche-mapuche, son un territorio que persiste y se reinventa,",https://avispa.org/chile-indigenas-huilliche-defienden-rio-maullin-ante-extractivismo-inmobiliario/,Avispa Midia,otros,0.5041227340698242
Los Lagos,Los Muermos,Contaminación en río de Los Muermos vendría desde 2009,2018-07-17,"Más antiguo de lo que se pensaba serían los episodios de contaminación en el río ""El Clavito"" de Los Muermos, porque de acuerdo al alcalde",https://www.soychile.cl/Puerto-Montt/Sociedad/2018/07/08/543658/Contaminacion-en-rio-de-Los-Muermos-vendria-desde-2009.aspx,soychile.cl,conflicto ambiental,0.5991294980049133
Los Lagos,Los Muermos,Vecinos del relleno sanitario La Laja llevan más de un año denunciando presencia de gas metano en sus casas,2024-05-21,"Mareos, vómitos, náuseas y dolores de cabeza son algunas de las consecuencias que declaran sufrir los vecinos del relleno sanitario La Laja",https://diariopuertovaras.cl/vecinos-del-relleno/,Diario Puerto Varas,conflicto ambiental,0.5080437064170837
Los Lagos,Los Muermos,Sequía histórica: 53% de comunas están bajo decreto de escasez hídrica,2021-12-19,"Aculeo fue una laguna ubicada en la comuna de Paine, provincia de Maipo, Región Metropolitana, Chile. Su desaparición total se produjo el 9",https://www.latercera.com/nacional/noticia/sequia-historica-53-de-comunas-estan-bajo-decreto-de-escasez-hidrica/R5MKC2IXNRBATAIYWJXW75BW3Y/,La Tercera,otros,0.5142136812210083
Los Lagos,Los Muermos,Ulagos continúa potenciando investigación regional a través de importante convenio con Municipalidad de Maullín,2022-12-20,"La Universidad de Los Lagos, en su constante contribución al avance regional a través de aportes concretos que contribuyen a resolver",http://www.diarioestrategia.cl/texto-diario/mostrar/4110628/ulagos-continua-potenciando-investigacion-regional-traves-importante-convenio-municipalidad-maullin,Diario Estrategia,otros,0.6987195611000061
Los Lagos,Los Muermos,Posible conflicto de interés en Superintendencia del Medio Ambiente en proyecto denunciado por afectar cuenca de río Maullín,2022-08-20,Los conflictos socioambientales se suceden. Como el originado por el proyecto inmobiliario residencial Alto Maullín que ilegalmente impactó,https://lavozdelosquesobran.cl/hoy/posible-conflicto-de-interes-en-superintendencia-del-medio-ambiente-en-proyecto-denunciado-por-afectar-cuenca-de-rio-maullin/04082022,La Voz De Los Que Sobran,conflicto ambiental,0.9116801023483276
Los Lagos,Los Muermos,Altos de Tablaruca: otro gigante eólico que amenaza nuevamente a Chiloé,2024-08-21,"Fue ingresado al Servicio de Evaluación Ambiental (SEA) el proyecto eólico de la empresa Atlas Renewable Energy “Altos de Tablaruca”,",https://www.elciudadano.com/actualidad/altos-de-tablaruca-otro-gigante-eolico-que-amenaza-nuevamente-a-chiloe/07/27/,elciudadano.com,otros,0.8506495356559753
Los Lagos,Los Muermos,Los Muermos no presentó reclamaciones ante SEA por proyecto hidroeléctrico “El Gato”,2016-01-14,"El lunes venció el plazo para presentar las reclamaciones en el Servicio de Evaluación Ambiental (SEA) de la Los lagos, contra el proyecto",http://www.biobiochile.cl/noticias/2015/12/22/los-muermos-no-presento-reclamaciones-ante-sea-por-proyecto-hidroelectrico-el-gato.shtml,BioBioChile,otros,0.603082537651062
Los Lagos,Los Muermos,"Escuela Eulogio Goycolea Garay, presente en seminario sobre investigación científica",2017-04-16,Más de 200 escolares de la región participaron en seminario sobre investigación científica. La actividad contó con la participación de,https://www.elcalbucano.cl/2017/04/escuela-eulogio-goycolea-garay-presente-en-en-seminario-sobre-investigacion-cientifica/,El Calbucano,otros,0.6689494848251343
Los Lagos,Los Muermos,En cuatro comunas de Los Lagos se realizarán pruebas del Sistema de Alerta de Emergencia,2024-08-21,"Las pruebas comenzarán este jueves 8 de agosto en la comuna de Río Negro, provincia de Osorno. Continuarán en Los Muermos,",https://www.soychile.cl/puerto-montt/sociedad/2024/08/07/871789/cuatro-comunas-los-lagos-sae.html,soychile.cl,otros,0.6676608324050903
Los Lagos,Los Muermos,"El polémico historial de Harry Jürgensen Caesar, el preferido de la derecha en la Convención Constitucional",2021-07-19,"El convencional constituyente por el distrito 25, nació en Osorno (1942), ciudad en la que ha sido un activo dirigente gremial desde la",https://www.elciudadano.com/especiales/proceso-constituyente/el-polemico-historial-de-harry-jurgensen-caesar-el-preferido-de-la-derecha-en-la-convencion-constitucional/07/09/,elciudadano.com,otros,0.7477221488952637
Los Lagos,Los Muermos,Realizan cierre simbólico de ex vertedero municipal para conmemorar el Día de la Tierra en Frutillar,2013-05-13,"En el contexto del Día de La Tierra, autoridades de la región de Los Lagos realizaron el cierre simbólico del ex vertedero municipal de la",http://www.biobiochile.cl/noticias/2013/04/22/realizan-cierre-simbolico-de-ex-vertedero-municipal-para-conmemorar-el-dia-de-la-tierra-en-frutillar.shtml,BioBioChile,otros,0.5786395072937012
Los Lagos,Maullín,(Español) Chile: indígenas huilliche defienden río Maullín ante extractivismo inmobiliario,2021-04-19,"Sorry, this entry is only available in Español. For the sake of viewer convenience, the content is shown below in the alternative language.43 months ago",https://radiozapatista.org/%3Fp%3D37022%26lang%3Den,Radio Zapatista,otros,0.6015537977218628
Los Lagos,Maullín,CORE de Los Lagos solicita a salmoneras el retiro de instalaciones abandonadas y un plan de salida de agua dulce,2023-05-21,"Luego de una serie de hechos de impactos ambientales a causa de centros salmoneros en lago Llanquihue y río Maullín, desde el CORE solicitan",https://www.elciudadano.com/actualidad/core-de-los-lagos-solicita-a-salmoneras-el-retiro-de-instalaciones-abandonadas-y-un-plan-de-salida-de-agua-dulce/05/10/,elciudadano.com,otros,0.5265939831733704
Los Lagos,Maullín,Posible conflicto de interés en Superintendencia del Medio Ambiente en proyecto denunciado por afectar cuenca de río Maullín,2022-08-20,Los conflictos socioambientales se suceden. Como el originado por el proyecto inmobiliario residencial Alto Maullín que ilegalmente impactó,https://lavozdelosquesobran.cl/hoy/posible-conflicto-de-interes-en-superintendencia-del-medio-ambiente-en-proyecto-denunciado-por-afectar-cuenca-de-rio-maullin/04082022,La Voz De Los Que Sobran,conflicto ambiental,0.9116801023483276
Los Lagos,Maullín,Ulagos continúa potenciando investigación regional a través de importante convenio con Municipalidad de Maullín,2022-12-20,"La Universidad de Los Lagos, en su constante contribución al avance regional a través de aportes concretos que contribuyen a resolver",http://www.diarioestrategia.cl/texto-diario/mostrar/4110628/ulagos-continua-potenciando-investigacion-regional-traves-importante-convenio-municipalidad-maullin,Diario Estrategia,otros,0.6987195611000061
Los Lagos,Maullín,INDH presentó informe sobre situación socioambiental en Región de Los Lagos,2017-08-16,"Las vulneraciones del derecho a vivir en un medioambiente libre de contaminación producto del impacto de la industria salmonera, y de los",https://www.indh.cl/indh-presento-informe-situacion-socioambiental-region-los-lagos/,Instituto Nacional de Derechos Humanos (INDH),otros,0.606931209564209
Los Lagos,Maullín,episodios de contaminación van en aumento en Puerto Octay y Frutillar,2024-04-21,Lago Llanquihue: episodios de contaminación van en aumento en Puerto Octay y Frutillar. REGIÓN. Muestreos realizados entre diciembre y marzo,https://www.australosorno.cl/impresa/2024/04/08/full/cuerpo-principal/6/,El Austral de Osorno,otros,0.5925789475440979
Los Lagos,Maullín,"La amenaza ambiental que acecha al río Maullín, cuna del poblamiento americano",2018-11-16,"En la Región de Los Lagos, la Comisión de Evaluación Ambiental (COEVA) aprobó en tiempo récord la descarga de aguas servidas del Río Trapen,",https://www.elmostrador.cl/noticias/opinion/columnas/2018/11/05/la-amenaza-ambiental-que-acecha-al-rio-maullin-cuna-del-poblamiento-americano/,El Mostrador,conflicto ambiental,0.7834739089012146
Los Lagos,Maullín,Parcelaciones de terreno: un fenómeno al alza que amenaza los ecosistemas rurales del sur de Chile,2022-01-18,"Lo que venía ocurriendo en zonas costeras, pero también en el centro-sur del país, se ha acelerado drásticamente con la llegada de la",https://laderasur.com/articulo/parcelaciones-de-terreno-un-fenomeno-al-alza-que-amenaza-los-ecosistemas-rurales-del-sur-de-chile/,Ladera Sur,otros,0.6735435724258423
Los Lagos,Maullín,Acuerdo tras protesta: Pescadores de Los Lagos deponen movilización en Chacao,2024-08-21,"Tras casi cuatro horas de protesta, pescadores artesanales de la región de Los Lagos lograron alcanzar un acuerdo con el Gobierno,",https://biorednoticias.cl/2024/07/24/acuerdo-tras-protesta-pescadores-de-los-lagos-deponen-movilizacion-en-chacao/,Biored Noticias,otros,0.535153865814209
Los Lagos,Osorno,Cinco miradas sobre las causas y la forma de enfrentar la severa crisis hídrica en la Región de Los Lagos,2024-04-21,"Agua / El descenso en las precipitaciones y la degradación de ecosistemas como las turberas y el bosque nativo por la acción humana,",https://www.paiscircular.cl/agua/cinco-miradas-sobre-las-causas-y-las-posibles-soluciones-a-la-severa-crisis-hidrica-en-la-region-de-los-lagos/,País Circular,otros,0.7849554419517517
Los Lagos,Osorno,Ciudadanos identifican y plasman principales conflictos medioambientales de la región de Los Lagos,2023-11-20,"Tras dar cierre a la Asamblea Climática Ciudadana de la región de Los Lagos, se dieron a conocer las principales preocupaciones de los",https://www.eha.cl/noticia/regional/ciudadanos-identifican-y-plasman-principales-conflictos-medioambientales-de-la-region-de-los-lagos,El Heraldo Austral,conflicto ambiental,0.8989531397819519
Los Lagos,Osorno,Identifican principales conflictos medioambientales en Osorno y la región de Los Lagos,2023-11-20,"Entre los meses de mayo y agosto de 2023 se desarrolló la primera Asamblea Climática Ciudadana en Chile en la Región de Los Lagos,",https://www.radiosago.cl/identifican-principales-conflictos-medioambientales-en-osorno-y-la-region-de-los-lagos/,RadioSago,conflicto ambiental,0.8714743852615356
Los Lagos,Osorno,Conversación Revela Profunda Crisis en Vertedero La Laja en Los Lagos,2024-02-20,"En una reciente conversación entre Rocío Grambra y Renato Aichele se abordó la compleja situación del vertedero La Laja, situado en la",https://www.paislobo.cl/2024/02/puerto-varas-el-problema-del-vertedero.html,PL Prensa,conflicto ambiental,0.7642874121665955
Los Lagos,Osorno,episodios de contaminación van en aumento en Puerto Octay y Frutillar,2024-04-21,Lago Llanquihue: episodios de contaminación van en aumento en Puerto Octay y Frutillar. REGIÓN. Muestreos realizados entre diciembre y marzo,https://www.australosorno.cl/impresa/2024/04/08/full/cuerpo-principal/6/,El Austral de Osorno,otros,0.5925789475440979
Los Lagos,Osorno,Secreto a voces: décadas de contaminación fluvial en Osorno,2022-08-20,Osorno es una comuna de la Región de Los Lagos atravesada por los ríos Rahue y Damas. Estas dos fuentes de agua se han hecho conocidas en la,https://doble-espacio.uchile.cl/2022/08/15/secreto-a-voces-decadas-de-contaminacion-fluvial-en-osorno/,Universidad de Chile,conflicto ambiental,0.6447204351425171
Los Lagos,Osorno,Los Lagos: Comunidades en alerta por la presencia de 11 conflictos socioambientales en la zona,2018-09-16,"De acuerdo al “Mapa de conflictos socioambientales en Chile” presentado por el Instituto Nacional de Derechos Humanos esta semana, 11 casos",https://www.elciudadano.com/chile/los-lagos-comunidades-en-alerta-por-la-presencia-de-11-conflictos-socioambientales-en-la-zona/09/09/,elciudadano.com,conflicto ambiental,0.7554523944854736
Los Lagos,Osorno,54 conflictos socioambientales identifican en la región,2023-11-20,Ciudadanos identificaron los principales conflictos medioambientales. Fue parte del trabajo de la primera Asamblea Climática Ciudadana de la,https://www.diariodepuertomontt.cl/noticia/actualidad/2023/11/54-conflictos-socioambientales-identifican-en-la-region,Diario De Puerto Montt,conflicto ambiental,0.853269100189209
Los Lagos,Osorno,Los graves problemas ambientales que se revalidaron este 2018 en provincia de Osorno,2019-01-16,El 2018 revalidó varios problemas ambientales de importancia en la provincia de Osorno: los efectos de la extracción de ripio,https://www.biobiochile.cl/noticias/nacional/region-de-los-lagos/2018/12/29/los-graves-problemas-ambientales-que-el-2018-revalido-en-la-provincia-de-osorno.shtml,BioBioChile,conflicto ambiental,0.8298249244689941
Los Lagos,Osorno,Machi Millaray Huichalaf: “La lucha por el río Pilmaiquén es una lucha para todas las personas”,2023-04-21,"Es una autoridad ancestral del territorio de Pilmaikén, en Wallmapu, atravesado por un conflicto histórico en defensa del río como un sitio",https://latfem.org/machi-millaray-huichalaf-la-lucha-por-el-rio-pilmaiquen-es-una-lucha-para-todas-las-personas/,LatFem,otros,0.5993533134460449
Los Lagos,Osorno,Estudio de la Universidad de los Lagos reveló grave problema de contaminación del aire en Osorno y Puerto Montt,2020-06-18,"En el estudio se preguntó respecto al nivel de uso de los distintos tipos de combustibles, tanto para cocinar como para calefaccionar,",https://www.elmostrador.cl/dia/2020/05/25/estudio-de-la-universidad-de-los-lagos-revelo-grave-problema-de-contaminacion-del-aire-en-osorno-y-puerto-montt/,El Mostrador,conflicto ambiental,0.514991283416748
Los Lagos,Osorno,Sur del país: Contaminación atmosférica se identifica como principal problema ambiental y combustión de leña como actividad más dañina,2017-06-16,"La Tercera Encuesta Nacional del Medio Ambiente, cuyo objetivo es caracterizar las opiniones ambientales de la ciudadanía, su comportamiento",https://mma.gob.cl/sur-del-pais-contaminacion-atmosferica-se-identifica-como-principal-problema-ambiental-y-combustion-de-lena-como-actividad-mas-danina/,mma.gob.cl,conflicto ambiental,0.8678803443908691
Los Lagos,Osorno,Vecinos de Los Muermos rechazan proyecto de parque eólico: manifiestan preocupación por cesión de terrenos,2024-04-21,"Se trata de un proyecto de parque eólico presentado en 2022 para las comunas de Llanquihue, Los Muermos y Fresia.7 months ago",https://www.radiosago.cl/vecinos-de-los-muermos-rechazan-proyecto-de-parque-eolico-manifiestan-preocupacion-por-cesion-de-terrenos/,Radio SAGO,conflicto ambiental,0.5119633674621582
Los Lagos,Osorno,Medio Ambiente anuncia elaboración de norma de calidad para el río Damas,2021-03-19,"Jueves 11 de marzo de 2021.- El Subsecretario del Medio Ambiente, Javier Naranjo, anunció esta mañana el inicio del proceso de elaboración de la norma de",https://www.induambiente.com/actualidad/noticias/medio-ambiente-anuncia-elaboracion-de-norma-de-calidad-para-el-rio-damas,Induambiente,otros,0.6924195885658264
Los Lagos,Osorno,Los graves problemas de la basura en Chile: Vertedero de Osorno y el riesgo inminente al medio ambiente y a la salud de la población,2022-12-20,Ordenan ocho medidas urgentes a Ilustre Municipalidad de Osorno.23 months ago,https://www.elciudadano.com/actualidad/los-graves-problemas-de-la-basura-en-chile-vertedero-de-osorno-y-el-riesgo-inminente-al-medio-ambiente-y-a-la-salud-de-la-poblacion/11/25/,elciudadano.com,conflicto ambiental,0.9747329354286194
Los Lagos,Osorno,Región de Los Lagos sufre vergonzoso retraso medioambiental,2023-01-19,Segundo Informe de Situación de Centros de Disposición Final de Residuos Sólidos Domiciliarios y Manejo y Disposición Final de Residuos,https://www.paislobo.cl/2023/01/region-de-los-lagos-sufre-vergonzoso.html,PL Prensa,conflicto ambiental,0.9538787007331848
Los Lagos,Osorno,Conflicto en Osorno: empresa pide ampliar planta de residuos y core acusa futura zona de sacrificio,2022-01-18,"La empresa Ecoprial solicitó ampliar en 7,8 hectáreas la superficie de su planta de disposición final de residuos biológicos no peligrosos",https://www.biobiochile.cl/especial/aqui-tierra/noticias/2022/01/06/conflicto-en-osorno-empresa-pide-ampliar-planta-de-residuos-y-core-acusa-futura-zona-de-sacrificio.shtml,BioBioChile,conflicto ambiental,0.6317981481552124
Los Lagos,Osorno,Por grave contaminación del estero Ovejería presentaron denuncia formal a superintendencias de Los Lagos,2023-05-21,En el texto detallaron que también se formalizó esa denuncia a la Superintendencia de Medio Ambiente de la región.18 months ago,https://www.elciudadano.com/medio-ambiente/por-grave-contaminacion-del-estero-ovejeria-presentaron-denuncia-formal-a-superintendencias-de-los-lagos/05/10/,elciudadano.com,otros,0.5304698348045349
Los Lagos,Osorno,"Essal, Watt’s y falta de fiscalización: los responsables de la contaminación del río Damas en Osorno",2022-03-20,Por casi 50 años empresas ubicadas en la ribera del río han descargado en él sus desechos. Ni las siete investigaciones científicas que lo,https://interferencia.cl/articulos/essal-watts-y-falta-de-fiscalizacion-los-responsables-de-la-contaminacion-del-rio-damas-en,Interferencia |,otros,0.5431032180786133
Los Lagos,Osorno,Aumento de basura y colapso de rellenos sanitarios: el problema contrarreloj que aqueja a Los Lagos,2021-10-19,Una dura y compleja realidad exponen distintos rincones de la región de Los Lagos respecto al manejo de los residuos,https://www.biobiochile.cl/especial/aqui-tierra/noticias/2021/09/23/aumento-de-basura-y-colapso-de-rellenos-sanitarios-el-problema-contrarreloj-que-aqueja-a-los-lagos.shtml,BioBioChile,conflicto ambiental,0.9247955083847046
Los Lagos,Osorno,Chile: indígenas huilliche defienden río Maullín ante extractivismo inmobiliario,2021-04-19,"En la región de Los Lagos al sur de Chile, los pueblos originarios huilliche-mapuche, son un territorio que persiste y se reinventa,",https://avispa.org/chile-indigenas-huilliche-defienden-rio-maullin-ante-extractivismo-inmobiliario/,Avispa Midia,otros,0.5041227340698242
Los Lagos,Osorno,"El historial de conflictos de Essal, la sanitaria controlada por Aguas Andinas que es cuestionada por corte de agua en Osorno",2019-07-18,"Al derrame de 1.100 litros de combustible que mantiene sin suministro a 48 mil familias osorninas, se suman otros episodios de contaminación",https://www.emol.com/noticias/Nacional/2019/07/14/954576/El-polemico-historial-de-Essal-La-sanitaria-controlada-por-Aguas-Andinas-que-es-cuestionada-por-corte-de-agua-en-Osorno.html,Emol,conflicto ambiental,0.8460662961006165
Los Lagos,Osorno,Osorno: segundo estudio de contaminación del aire muestra cambios positivos pero insuficientes en la conducta de la población,2021-08-19,Aunque ha aumentado la proporción de personas que consideran que el aire de la ciudad está muy contaminado y que reconocen que sus hogares,https://www.elmostrador.cl/agenda-pais/2021/07/22/osorno-segundo-estudio-de-contaminacion-del-aire-muestra-cambios-positivos-pero-insuficientes-en-la-conducta-de-la-poblacion/,El Mostrador,otros,0.5259346961975098
Los Lagos,Osorno,Saturación en Osorno: la ciudad que ha marcado uno de los mayores índices de contaminación del país,2021-02-17,"La ciudad de Osorno, en los últimos diez años ha marcado la pauta a nivel país producto de la contaminación atmosférica producida por los",https://www.biobiochile.cl/especial/aqui-tierra/noticias/2021/02/02/saturacion-en-osorno-la-ciudad-que-ha-marcado-uno-de-los-mayores-indices-de-contaminacion-del-pais.shtml,BioBioChile,conflicto ambiental,0.5524746179580688
Los Lagos,Osorno,Osorno: aprueban $500 millones para el Vertedero de Curaco,2023-10-21,El Consejo Regional de Los Lagos aprobó la transferencia de 500 millones de pesos para financiar mejoras en el vertedero de Curaco.13 months ago,https://www.paislobo.cl/2023/10/osorno-aprueban-500-millones-para-el.html,PL Prensa,otros,0.6389214992523193
Los Lagos,Osorno,Alertan que Plan de Descontaminación para macrozona norte de Los Lagos es similar a fallido PDA Osorno,2024-03-21,Surgen reacciones a la presentación y publicación del anteproyecto del Plan de Descontaminación Atmosférica (PDA) de la macrozona norte de,https://www.biobiochile.cl/noticias/nacional/region-de-los-lagos/2024/03/12/alertan-que-plan-de-descontaminacion-para-macrozona-norte-de-los-lagos-es-similar-a-fallido-pda-osorno.shtml,BioBioChile,conflicto ambiental,0.7168001532554626
Los Lagos,Osorno,"“Por qué nos reprimen, si pertenecemos a esta tierra y defendemos un río”",2023-03-21,La resistencia de decenas de comunidades mapuche a la central hidroeléctrica Los Lagos en el río Pilmaiquen ha ido en aumento.20 months ago,https://interferencia.cl/articulos/por-que-nos-reprimen-si-pertenecemos-esta-tierra-y-defendemos-un-rio,Interferencia |,conflicto ambiental,0.7288923859596252
Los Lagos,Osorno,Acuerdo histórico para la conservación de la Hacienda Puchegüín en la Patagonia chilena,2024-06-21,"En un giro notable para la conservación ambiental en Chile, la Hacienda Puchegüín, conocida por sus vastos bosques de alerces y rica",https://www.paislobo.cl/2024/06/acuerdo-historico-para-la-conservacion-de-la-hacienda-pucheguin-en-la-patagonia-chilena.html,PL Prensa,otros,0.6236515641212463
Los Lagos,Osorno,SEA confirmó renuncia de empresa noruega a proyecto hidroeléctrico Osorno,2023-10-21,El Servicio de Evaluación Ambiental (SEA) confirmó este martes la renuncia de la empresa estatal noruega Statkraft Chile al proyecto,https://cooperativa.cl/noticias/pais/pueblos-originarios/sea-confirmo-renuncia-de-empresa-noruega-a-proyecto-hidroelectrico-osorno/2023-10-03/160634.html,Cooperativa.cl,otros,0.5996964573860168
Los Lagos,Osorno,"Central Los Lagos, el otro conflicto del Consejo de Monumentos",2021-03-19,"En agosto de 2019, la estatal noruega Statkraft Chile inició la construcción de la hidroeléctrica en el río Pilmaiquén, pero a medida que",https://www.df.cl/df-mas/por-dentro/central-los-lagos-el-otro-conflicto-del-consejo-de-monumentos,Diario Financiero,otros,0.8796479105949402
Los Lagos,Osorno,Denuncian nueva contaminación en río Rahue de Osorno: comprobaron presencia de hidrocarburo,2022-08-20,"Una agrupación ambiental de Osorno denunció la presencia de hidrocarburo en el río Rahue de la comuna de la región de Los Lagos,",https://www.biobiochile.cl/especial/aqui-tierra/noticias/2022/08/16/denuncian-nueva-contaminacion-en-rio-rahue-de-osorno-comprobaron-presencia-de-hidrocarburo.shtml,BioBioChile,otros,0.5417906045913696
Los Lagos,Osorno,Ecoprial: La planta de residuos que preocupa a vecinos de Osorno y que busca extender operaciones por 10 años más,2022-05-20,Ecoprial: La planta de residuos que preocupa a vecinos de Osorno y que busca extender operaciones por 10 años más.30 months ago,https://www.df.cl/empresas/industria/ecoprial-la-planta-de-residuos-que-preocupa-a-vecinos-de-osorno-y-que,Diario Financiero,otros,0.6491719484329224
Los Lagos,Osorno,"Comunidades Mapuche Williche en San Juan de la Costa denuncian: ""Las forestales nos matan en vida""",2023-06-21,El modelo forestal en Chile se caracteriza por promover el uso extensivo de agua y suelos en las plantaciones forestales de pino y eucalipto,https://radiojgm.uchile.cl/forestales-san-juan-de-la-costa/,Radio JGM,conflicto ambiental,0.5664558410644531
Los Lagos,Osorno,RD Los Lagos: candidatos a Cores y Parlamentarios,2021-09-18,Revolución Democrática Los Lagos da a conocer a su elenco para elecciones de CORES y Parlamentarias 2021.38 months ago,https://www.paislobo.cl/2021/08/rd-los-lagos-candidatos-cores-y.html,PL Prensa,otros,0.6802805662155151
Los Lagos,Osorno,Autoridad ambiental confirma renuncia de Statkraft al proyecto Central Hidroeléctrica Osorno,2023-10-21,"Pese a que contaba con resolución de calificación ambiental favorable desde el año 2009, la compañía estatal noruega había solicitado",https://www.latercera.com/pulso/noticia/autoridad-ambiental-confirma-renuncia-de-statkraft-al-proyecto-central-hidroelectrica-osorno/6DCY2YH5F5GIHFFAOHSASUTBYQ/,La Tercera,otros,0.5009595155715942
Los Lagos,Osorno,"El polémico historial de Harry Jürgensen Caesar, el preferido de la derecha en la Convención Constitucional",2021-07-19,"El convencional constituyente por el distrito 25, nació en Osorno (1942), ciudad en la que ha sido un activo dirigente gremial desde la",https://www.elciudadano.com/especiales/proceso-constituyente/el-polemico-historial-de-harry-jurgensen-caesar-el-preferido-de-la-derecha-en-la-convencion-constitucional/07/09/,elciudadano.com,otros,0.7477221488952637
Los Lagos,Osorno,Estudio expone los problemas ambientales de Puerto Montt,2015-08-15,Análisis da cuenta que un 27% de los encuestados cree que es la basura; mientras que otro 23% considera que es la contaminación ambiental.111 months ago,https://www.soychile.cl/Puerto-Montt/Sociedad/2015/07/21/335465/Estudio-expone-los-problemas-ambientales-de-Puerto-Montt.aspx,soychile.cl,conflicto ambiental,0.6065858602523804
Los Lagos,Osorno,San Juan de la Costa en problemas con el retiro de basura domiciliaria,2022-02-18,"Los dos camiones que realizan el servicio están inactivos, complicando a la comunidad con el retiro de sus residuos.33 months ago",https://www.diariodeosorno.cl/noticia/actualidad/2022/01/san-juan-de-la-costa-en-problemas-con-el-retiro-de-basura-domiciliaria,Diario de Osorno,conflicto ambiental,0.738387942314148
Los Lagos,Osorno,"“Ngen ko, espíritus del agua” en Osorno",2019-09-17,Por la Corporación Cultural Ambiental Traitraico sobre su intervención Lumínica de activismo socioambiental.62 months ago,https://www.paislobo.cl/2019/09/ngen-ko-espiritus-del-agua-en-osorno.html,PL Prensa,otros,0.8412197232246399
Los Lagos,Osorno,Mala calidad de aire: Primera Emergencia Ambiental para Pto. Varas y Pto. Montt,2021-06-19,"Debido a los altos índices de contaminación PM 2.5, la Seremi de Salud de la región de Los Lagos, decretó la primera Emergencia Ambiental",https://www.diariodeosorno.cl/noticia/actualidad/2021/06/mala-calidad-de-aire-primera-emergencia-ambiental-para-pto-varas-y-pto-montt,Diario de Osorno,conflicto ambiental,0.9159852862358092
Los Lagos,Palena,Ciudadanos identifican y plasman principales conflictos medioambientales de la región de Los Lagos,2023-11-20,"Tras dar cierre a la Asamblea Climática Ciudadana de la región de Los Lagos, se dieron a conocer las principales preocupaciones de los",https://www.eha.cl/noticia/regional/ciudadanos-identifican-y-plasman-principales-conflictos-medioambientales-de-la-region-de-los-lagos,El Heraldo Austral,conflicto ambiental,0.8989531397819519
Los Lagos,Palena,54 conflictos socioambientales identifican en la región,2023-11-20,Ciudadanos identificaron los principales conflictos medioambientales. Fue parte del trabajo de la primera Asamblea Climática Ciudadana de la,https://www.diariodepuertomontt.cl/noticia/actualidad/2023/11/54-conflictos-socioambientales-identifican-en-la-region,Diario De Puerto Montt,conflicto ambiental,0.853269100189209
Los Lagos,Palena,Identifican principales conflictos medioambientales en Osorno y la región de Los Lagos,2023-11-20,"Entre los meses de mayo y agosto de 2023 se desarrolló la primera Asamblea Climática Ciudadana en Chile en la Región de Los Lagos,",https://www.radiosago.cl/identifican-principales-conflictos-medioambientales-en-osorno-y-la-region-de-los-lagos/,RadioSago,conflicto ambiental,0.8714743852615356
Los Lagos,Palena,Región de Los Lagos sufre vergonzoso retraso medioambiental,2023-01-19,Segundo Informe de Situación de Centros de Disposición Final de Residuos Sólidos Domiciliarios y Manejo y Disposición Final de Residuos,https://www.paislobo.cl/2023/01/region-de-los-lagos-sufre-vergonzoso.html,PL Prensa,conflicto ambiental,0.9538787007331848
